1422328172.67821  129.52414  15.53235  
1422328335.85558  129.54713  15.62722  
1422328417.88544  129.56054  15.67631  
1422328688.84066  129.60178  15.82837  
1422328789.64712  129.6201   15.88616  
1422328867.3688   129.63139  15.92824  
1422328945.29882  129.64261  15.97539  
1422329025.58742  129.65737  16.02073  
1422329251.03602  129.69054  16.1479   
1422329332.48513  129.70177  16.19388  
1422329419.21775  129.7137   16.24495  
1422329549.9516   129.7336   16.31537  
1422329629.43427  129.75017  16.3591   
1422329725.72036  129.75638  16.41688  
1422329813.35922  129.77525  16.46532  
1422329960.6187   129.79927  16.54689  
1422330040.52597  129.80875  16.59383  
1422330123.1854   129.8221   16.6398   
1422330201.57509  129.83366  16.68642  
1422330281.01073  129.84826  16.72576  
1422330363.93377  129.85835  16.77268  
1422330441.33278  129.87113  16.81765  
1422330525.3533   129.88582  16.86341  
1422330613.70523  129.89447  16.91567  
1422330691.47704  129.90824  16.95877  
1422330779.22597  129.92249  17.0075   
1422330876.22164  129.93823  17.06065  
1422330965.78916  129.94965  17.10832  
1422331193.72977  129.98384  17.23239  
1422331446.37261  130.02023  17.37623  
1422331543.12151  130.03824  17.42816  
1422331627.61803  130.04779  17.47643  
1422331699.62832  130.06072  17.51998  
1422331785.28258  130.0765   17.56297  
1422331890.43202  130.09223  17.6219   
1422332000.9838   130.10825  17.68269  
1422332090.51674  130.11989  17.73075  
1422332176.71618  130.12766  17.77899  
1422332265.12008  130.14592  17.82537  
1422332339.13518  130.15935  17.86665  
1422332449.49547  130.1714   17.92721  
1422332523.77295  130.18342  17.97374  
1422332611.01123  130.20229  18.01486  
1422332688.76918  130.20934  18.0584   
1422332852.9595   130.23438  18.15041  
1422332988.23987  130.25377  18.22054  
1422333085.34039  130.26688  18.27378  
1422333205.27982  130.28819  18.33973  
1422333282.81306  130.2995   18.38037  
1422333375.15466  130.31317  18.43442  
1422333453.10874  130.32146  18.47125  
1422333537.07477  130.33989  18.51905  
1422333617.22297  130.34746  18.56131  
1422333703.53397  130.36107  18.60545  
1422334054.85765  130.41498  18.79687  
1422334135.80173  130.42619  18.84091  
1422334232.17577  130.44231  18.89241  
1422334304.61708  130.45346  18.92693  
1422334391.6984   130.46983  18.97196  
1422334556.33552  130.48724  19.06367  
1422334633.48377  130.50122  19.10576  
1422334742.80239  130.51799  19.16371  
1422335034.29517  130.55639  19.31831  
1422335118.73326  130.57144  19.36527  
1422335206.88146  130.58776  19.4045   
1422335283.04678  130.59326  19.44539  
1422335408.09888  130.61512  19.51617  
1422335488.29377  130.62934  19.55516  
1422335569.99393  130.6392   19.59786  
1422335645.76151  130.64786  19.63876  
1422335741.11017  130.66499  19.68375  
1422335839.64827  130.68176  19.73924  
1422335913.42672  130.68912  19.77574  
1422336094.2003   130.71804  19.87447  
1422336190.88551  130.73268  19.92437  
1422336289.62963  130.748    19.97766  
1422336368.28868  130.75748  20.01408  
1422336615.90445  130.79309  20.14467  
1422336736.90597  130.81058  20.21305  
1422336828.49443  130.81724  20.25226  
1422337089.99057  130.86315  20.38706  
1422337168.41426  130.87505  20.43133  
1422337249.90052  130.88592  20.47515  
1422337346.3088   130.89639  20.52157  
1422337434.36437  130.9114   20.56668  
1422337508.13116  130.92195  20.60668  
1422337605.8905   130.93576  20.65396  
1422337718.37     130.95327  20.71025  
1422337823.94897  130.96904  20.76519  
1422337903.03472  130.97984  20.80846  
1422338072.88252  131.00693  20.89116  
1422338161.00866  131.01874  20.9361   
1422338264.47738  131.03422  20.98702  
1422338344.3345   131.04607  21.03247  
1422338521.87514  131.06975  21.12201  
1422338613.84082  131.08572  21.16592  
1422338692.64775  131.09429  21.20656  
1422338771.07695  131.10486  21.24246  
1422338842.17464  131.11552  21.28516  
1422338992.28183  131.13815  21.3577   
1422339083.83052  131.15491  21.40125  
1422339155.38011  131.16305  21.43824  
1422339246.17563  131.17712  21.48547  
1422339404.12833  131.19847  21.56298  
1422339481.56233  131.21049  21.60091  
1422339568.9615   131.22277  21.64388  
1422339648.62296  131.23568  21.68572  
1422339832.95459  131.26188  21.77385  
1422328188.68397  129.52725  15.54247  
1422328355.99474  129.54996  15.63789  
1422328432.59498  129.5616   15.68121  
1422328615.92515  129.59197  15.78458  
1422328720.92845  129.60824  15.84752  
1422328804.45648  129.62282  15.895    
1422328880.65923  129.6337   15.93489  
1422328967.57542  129.64363  15.98425  
1422329114.84197  129.67138  16.0708   
1422329346.63356  129.70412  16.20333  
1422329439.79678  129.71748  16.25489  
1422329649.09301  129.75321  16.37075  
1422329739.97442  129.76477  16.42198  
1422329830.44827  129.77578  16.47242  
1422329976.89417  129.80258  16.55871  
1422330054.7599   129.81344  16.60041  
1422330141.29756  129.82521  16.64932  
1422330295.29413  129.85153  16.73579  
1422330377.5825   129.86339  16.78429  
1422330456.97992  129.87418  16.82802  
1422330543.74076  129.88883  16.87217  
1422330628.79964  129.89877  16.92223  
1422330705.05666  129.91482  16.96695  
1422330798.41881  129.92774  17.01624  
1422330890.33112  129.93879  17.06758  
1422330983.6416   129.95458  17.11901  
1422331212.48798  129.98626  17.24689  
1422331290.45744  130.00026  17.29297  
1422331465.09117  130.02717  17.39118  
1422331557.6644   130.03912  17.44127  
1422331714.8055   130.0618   17.52506  
1422331799.74656  130.07486  17.57175  
1422331906.17766  130.0909   17.6301   
1422332017.30406  130.11211  17.6915   
1422332108.89411  130.1236   17.74052  
1422332204.64992  130.13846  17.79604  
1422332278.75262  130.14947  17.83429  
1422332354.24097  130.16143  17.87668  
1422332465.60968  130.17215  17.93782  
1422332540.89384  130.18656  17.976    
1422332707.17041  130.2124   18.0686   
1422332784.12479  130.22336  18.10815  
1422332872.84084  130.23768  18.16218  
1422333012.88806  130.25629  18.22955  
1422333137.30704  130.27459  18.30301  
1422333219.3568   130.28772  18.34477  
1422333389.59272  130.31504  18.43988  
1422334246.27213  130.4429   18.89632  
1422334318.58232  130.45884  18.93601  
1422334405.28259  130.46696  18.97855  
1422334573.36625  130.48743  19.07275  
1422334647.97139  130.50338  19.11279  
1422334757.63579  130.51713  19.17223  
1422335048.1278   130.55777  19.32184  
1422335142.01047  130.57714  19.37545  
1422335225.98086  130.59175  19.41538  
1422335299.09481  130.59883  19.45478  
1422335422.8377   130.61844  19.52287  
1422335504.57308  130.63736  19.56581  
1422335663.38493  130.65363  19.64777  
1422335754.93072  130.66422  19.69495  
1422335857.57732  130.68269  19.75     
1422335945.15238  130.69296  19.79434  
1422336109.15014  130.72185  19.8812   
1422336305.71444  130.74734  19.98376  
1422336385.52024  130.75744  20.02895  
1422336470.71025  130.7704   20.0677   
1422336631.30953  130.79102  20.15267  
1422336930.95307  130.83216  20.31024  
1422337011.07684  130.85087  20.34845  
1422337104.50433  130.86162  20.39767  
1422337183.87543  130.87703  20.44188  
1422337267.05814  130.88465  20.48347  
1422337361.13727  130.89806  20.52897  
1422337448.37818  130.91167  20.57401  
1422337522.06711  130.92772  20.61065  
1422337757.90254  130.95791  20.72896  
1422337838.78333  130.97001  20.77386  
1422338006.10491  131.0034   20.85672  
1422338088.31962  131.01313  20.90058  
1422338177.05922  131.02005  20.94296  
1422338283.64259  131.03697  20.99976  
1422338359.84138  131.05081  21.0395   
1422338444.64336  131.05844  21.07822  
1422338540.47012  131.07212  21.12374  
1422338631.24873  131.08843  21.17278  
1422338707.30433  131.09476  21.2147   
1422338785.05358  131.11042  21.25276  
1422339008.8239   131.14226  21.36575  
1422339097.45608  131.15598  21.40965  
1422339172.34717  131.16568  21.44597  
1422339261.13045  131.18147  21.49137  
1422339420.08485  131.20322  21.57242  
1422339495.54353  131.21313  21.60964  
1422339583.0074   131.22515  21.65303  
1422339678.47515  131.23807  21.7006   
1422339847.25201  131.26107  21.7838   
1422328204.32504  129.52855  15.55126  
1422328372.13096  129.55301  15.64842  
1422328447.7596   129.56512  15.68939  
1422328539.5679   129.58026  15.73848  
1422328630.1327   129.59359  15.79279  
1422328735.46026  129.60903  15.85498  
1422328818.55131  129.62458  15.90115  
1422328894.6697   129.63485  15.94585  
1422328982.50701  129.64659  15.99646  
1422329148.57009  129.67419  16.0933   
1422329362.05447  129.70476  16.21258  
1422329669.22981  129.75459  16.38322  
1422329765.11993  129.76878  16.44249  
1422329844.06415  129.78159  16.48057  
1422329991.08887  129.80392  16.56393  
1422330075.28123  129.81639  16.61225  
1422330155.05913  129.82388  16.65592  
1422330233.69961  129.84064  16.70319  
